k0,S
229454.37034085646,15.874486278548146
331.11054684954513,16.208185304133966
763117.9560876264,22.70923923487962
331.11054684954513,16.208185304133966
585378.933464779,22.865782470332796
412001.6546901434,22.975459204892545
382180.9757848912,24.05200526107056
474.3458570416262,22.664006120733177
533.7964924420692,22.865782470332796
502959.7271052062,17.35344968247749
202.90972028081805,17.114274178730486
419404.999996222,16.84027853807175
593841.4261039431,19.733097492462406
458.63990454745857,17.35344968247749
516419.7143883462,18.939712209213774
522.3264011033737,18.897555609140987
419404.999996222,16.84027853807175
324.9278068647614,16.688115503521512
375.69687869056105,22.975459204892545
594.9007925033712,20.093795294232805
365.5946174494277,22.132645961143105
594.9007925033712,20.093795294232805
474.3458570416262,22.664006120733177
241249.57187147485,23.584618906450366
382.4478557599468,16.84027853807175
365.5946174494277,22.132645961143105
621.9411997576253,22.03754838073231
310.5866441446535,15.937307260687572
412001.6546901434,22.975459204892545
520183.3953950126,22.664006120733177
404540.6517109406,22.001370075081734
504387.855721677,18.207342985334527
310.5866441446535,15.937307260687572
400923.1800380099,22.132645961143105
651.4996989659003,17.614810931166033
356326.60710333544,16.688115503521512
570643.1133354953,22.473371528584337
382164.85556229966,22.107346880674683
456218.625579299,23.766689168085854
331.11054684954513,16.208185304133966
331.11054684954513,16.208185304133966
522.3264011033737,18.897555609140987
541.5132868633607,19.733097492462406
419404.999996222,16.84027853807175
510.23281232393373,19.660789262109958
689875.1775553876,17.919574595784834
219.99113378734603,23.584618906450366
520.3591638185201,22.473371528584337
629.0847328964778,17.919574595784834
237.65108717601902,17.113125967168365
324.9278068647614,16.688115503521512
559538.2205126303,19.660789262109958
766844.1033771063,23.53719838452513
570643.1133354953,22.473371528584337
400923.1800380099,22.132645961143105
202.90972028081805,17.114274178730486
570643.1133354953,22.473371528584337
510.23281232393373,19.660789262109958
419404.999996222,16.84027853807175
502959.7271052062,17.35344968247749
